机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
利民医院,其他,港口中路722号,,,07:30-21:00,117.003388,33.635746,宿州市,埇桥区,B0K1P5HG5X,试点地区搜索
宿州市市立医院北区,其他,汴阳三路616号,,,24小时营业,116.969066,33.685719,宿州市,埇桥区,B0FFHTJ7MF,试点地区搜索
宿州和平医院,其他,沱河路156号,,,,116.979302,33.648133,宿州市,埇桥区,B0FFFXWLFA,试点地区搜索
宿州健安医院,其他,外环南路与金海五路汇处西200米,0557-3902995;0557-3907995,,09:00-21:00,117.011029,33.598503,宿州市,埇桥区,B0FFFPD3WX,试点地区搜索
宿州高新医院,其他,汇源大道568号,0557-2888120,,24小时营业,116.980376,33.674316,宿州市,埇桥区,B0FFFSMZIR,试点地区搜索
宿州市中医医院新院,其他,萧国路与银河四路交叉口,0557-3872195;0557-3872336,,24小时营业,116.936628,33.657899,宿州市,埇桥区,B0I1ZHNNIH,试点地区搜索
宿州市市立医院北区内科病房楼,其他,汴阳三路616号,,,,116.970511,33.687290,宿州市,埇桥区,B0JBZ7N727,试点地区搜索
康宁医院,其他,玉兰路与东二环路交汇处西南角,,,,117.905178,33.472694,宿州市,泗县,B0FFH9SCFL,试点地区搜索
安徽宿安医院,其他,学府大道2195号,,,,117.081450,33.641677,宿州市,埇桥区,B0K2DZENBT,试点地区搜索
爱与成长心理咨询感统训练,心理咨询中心,西昌南路729号蓝天新村三楼,18755753603,3.7,,116.972558,33.627675,宿州市,埇桥区,B0JKPST3WH,试点地区搜索
凯鑫心理咨询,心理咨询中心,锦绣华庭东门向南朱山路779号,19055729098,3.7,24小时营业,117.904475,33.475497,宿州市,泗县,B0KKZLLJ3O,试点地区搜索
彤叶心理咨询,心理咨询中心,光明大街中段路西彤叶心理咨询二楼从吉利巷子口进去左拐,19556790232,3.7,08:30-18:30,117.557236,33.534710,宿州市,灵璧县,B0HG0HYTA0,试点地区搜索
易达心理,其他,淮海路669号,15255708787,4.1,08:00-20:00,116.980481,33.620982,宿州市,埇桥区,B0FFJUF36Z,试点地区搜索
宿州觉欧心理咨询中心,心理咨询中心,东昌路国购步行街3号门6层609室,18225571122,3.5,09:30-22:00,116.986888,33.633735,宿州市,埇桥区,B0FFK28P52,试点地区搜索
萧县心理咨询师协会,心理咨询中心,虎山路与交通西路交叉口西北40米,,3.4,,116.933349,34.179969,宿州市,萧县,B0FFGMF1QH,试点地区搜索
宿州市未成年人心理健康辅导中心,心理咨询中心,宿城第一初级中学胜利路校区北门东50米,,4.0,,116.952625,33.639925,宿州市,埇桥区,B0LBLCO1BB,试点地区搜索
暖心阁心理咨询工作室,心理咨询中心,汴河大道与东一环路交叉口西160米,,3.5,,117.890957,33.481684,宿州市,泗县,B0L3A1WPHR,试点地区搜索
市军培中心,其他,淮河中路539号,,,,116.984835,33.621106,宿州市,埇桥区,B0FFGBQ6PA,试点地区搜索
安徽省宿州市中心血站,其他,宿蒙路236号,0557-3912084,,08:00-11:30 14:30-17:30,116.960897,33.623549,宿州市,埇桥区,B022D0019F,试点地区搜索
手机维修中心,其他,纺织东路1316号,15255741271,4.2,08:00-21:00,116.973891,33.618568,宿州市,埇桥区,B0FFM99FD4,试点地区搜索
康复中心,其他,瑞兴花园西南门北90米,18055722188;18055782188,,,117.899245,33.479303,宿州市,泗县,B0FFIS7QRK,试点地区搜索
长汀县新桥中心卫生院精神科门诊部,其他,东关西路与东升南路交叉口东北100米,,,,116.369069,25.844488,龙岩市,长汀县,B0HKBZUTQQ,试点地区搜索
中良心理咨询,心理咨询中心,锦绣路233号锦绣佳园一座601,0597-2812166,3.6,09:00-21:00,117.018103,25.110831,龙岩市,新罗区,B0KGACSX7I,试点地区搜索
龙岩市华夏飞扬心理咨询服务有限公司,心理咨询中心,商会大厦E幢401,0597-2201011,3.8,08:30-12:00 14:30-21:00,117.020675,25.073975,龙岩市,新罗区,B0KK9UFH3L,试点地区搜索
人本心理德丰教育(天琴湾天镜店),其他,西陂街道龙腾中路588号龙岩国贸天琴湾1号楼202人本心理德丰教育酸柠檬(天琴湾店)酸柠檬右手边进,0597-2171886;15506976888,3.7,08:30-22:00,117.014322,25.078374,龙岩市,新罗区,B0H657OD16,试点地区搜索
连城县未成年人校外心理健康辅导中心,心理咨询中心,北大东路26号附近,0597-8922663,3.0,,116.761982,25.709996,龙岩市,连城县,B0FFLMC9LQ,试点地区搜索
新罗区未成年人心理健康辅导站,心理咨询中心,溪南路与溪畔路交叉口东南280米,,3.9,,117.038029,25.095108,龙岩市,新罗区,B0FFHM383W,试点地区搜索
橙子心理,其他,万成·家天下D区北门东北60米,,3.3,,117.418487,25.304901,龙岩市,漳平市,B0K1A7KKGV,试点地区搜索
西陂街道双洋社区心理咨询服务站,心理咨询中心,小洋二期安置小区南门东70米,,3.1,,117.010410,25.103230,龙岩市,新罗区,B0HKUSSPTW,试点地区搜索
幸福家·心理(龙岩分公司),其他,东肖地质八队42号,,4.1,09:00-18:00,117.019116,25.042964,龙岩市,新罗区,B0FFM68C68,试点地区搜索
加洲心理咨询室,心理咨询中心,东半街与沿河东路交叉口西20米,,2.8,,116.737610,24.724070,龙岩市,永定区,B0L3A1WW84,试点地区搜索
福建省心理咨询师协会龙岩工作站,心理咨询中心,和平路与解放南路交叉口西60米,,3.0,,117.032135,25.100780,龙岩市,新罗区,B0LKC41ID9,试点地区搜索
龙岩市方圆社工服务中心,其他,西安·翰林苑,0597-2266466,3.8,,117.016159,25.093673,龙岩市,新罗区,B0I6BCVXTP,试点地区搜索
初遇良缘婚创中心,其他,登高西路666号尚品国际二楼227-1D,,3.8,09:00-22:00,117.014777,25.089896,龙岩市,新罗区,B0L1MMGLDZ,试点地区搜索
龙岩市皮肤病防治院,其他,登高中路85号,,,,117.039018,25.092557,龙岩市,新罗区,B0G2US2IT3,试点地区搜索
龙岩市第二医院(新院区),综合医院,北城双洋西路8号,0597-3399120,,24小时营业,117.001593,25.105600,龙岩市,新罗区,B02550OP1R,试点地区搜索
龙岩牡丹医院,其他,西陂街道排头村登高西路818-6号,18659771512,,08:00-18:00,117.013281,25.089929,龙岩市,新罗区,B0JB5A7493,试点地区搜索
龙岩眼科医院,其他,登高西路285号丰华商城1-2楼,0597-2982111,,,117.025242,25.089896,龙岩市,新罗区,B0FFJDKFZX,试点地区搜索
龙岩人民医院,其他,登高西路31号,0597-2290371;0597-3102999,,08:00-23:00,117.029628,25.091355,龙岩市,新罗区,B025502JK3,试点地区搜索
龙岩市第三医院,综合医院,宝竹南路4号,0597-2290333,,,117.010518,25.105346,龙岩市,新罗区,B02550PL8J,试点地区搜索
福建省龙岩市第一医院总院,综合医院,九一北路105号,0597-3399999,,24小时营业,117.029389,25.098758,龙岩市,新罗区,B025502B4O,试点地区搜索
德康医院,其他,工业西路98号,,,,116.998095,25.108591,龙岩市,新罗区,B0LKPSZ2GX,试点地区搜索
上杭皮肤病防治院,其他,二环北路5号,0597-3315251,,24小时营业,116.426303,25.061636,龙岩市,上杭县,B025500FC4,试点地区搜索
坎市医院,其他,云川公园对面,0597-5662538,,,116.893124,24.914318,龙岩市,永定区,B02550214X,试点地区搜索
龙岩市皮肤病防治院(百斤税文明安全社区西南),其他,平川镇河西路51号,,,,116.097176,25.086054,龙岩市,武平县,B0FFFS2NVJ,试点地区搜索
龙岩市社会心理服务中心,其他,龙腾北路191号,0597-3291139,,08:00-21:00,117.014404,25.100879,龙岩市,新罗区,B0K2XA6Q02,试点地区搜索
上杭县未成年人心理健康辅导中心,心理咨询中心,临江镇江滨路88号,,3.6,,116.428966,25.047924,龙岩市,上杭县,B0FFIGIA07,试点地区搜索
长汀县社会心理服务中心,其他,红卫大街24号,,3.5,08:00-12:00 14:30-17:30,116.369273,25.844623,龙岩市,长汀县,B0H3HZXNDL,试点地区搜索
启音启慧儿童干预中心,其他,莲庄路5号二楼启音启慧儿童干预中心,13859520281,,,117.047562,25.065782,龙岩市,新罗区,B0L2VS7XZZ,试点地区搜索
手机维修中心(配件批发),其他,中城时代天骄店,,4.1,,117.013842,25.111200,龙岩市,新罗区,B0KKPHCI31,试点地区搜索
手机维修中心,其他,南环西路与莲庄北路辅路交叉口西160米,,3.6,,117.039522,25.087669,龙岩市,新罗区,B0KDSR1I8D,试点地区搜索
于都安颐和精神专科医院,其他,梓山镇梓山村323国道旁,,,08:00-20:00,115.537597,25.946739,赣州市,于都县,B0HGMUWSF5,试点地区搜索
信丰康宁医院,其他,站前大道附近,0797-3335755,,,114.904513,25.401382,赣州市,信丰县,B0FFHC2H3H,试点地区搜索
赣州市第三人民医院章江院区精神科门诊,其他,章江北大道12-5号附近,,,,114.951999,25.832560,赣州市,章贡区,B0J0CSE6CE,试点地区搜索
赣州市第三人民医院章江院区,其他,章江北大道10号,0797-8111154,,08:30-12:00 14:30-17:30,114.952446,25.832405,赣州市,章贡区,B031D00L7W,试点地区搜索
中国人民解放军总医院心理健康咨询服务中心,心理咨询中心,文昌路1号皇冠名苑,,3.4,,115.637185,24.977787,赣州市,寻乌县,B0LRO6VFRM,试点地区搜索
不动心心理疗愈空间,其他,中海天玺南门13-01号不动心心理疗愈空间,13970781409,3.9,09:00-22:00,114.915623,25.818656,赣州市,章贡区,B0KKGHE5QP,试点地区搜索
石城县心理睡眠中心,其他,清华大道琴江镇友谊路18号,0797-5716669,4.0,08:30-12:00 14:30-17:30,116.358609,26.334314,赣州市,石城县,B0JBOSMTKS,试点地区搜索
幸福树心理咨询中心,心理咨询中心,文明大道宋城壹号B9栋,15679773412,3.8,,114.953564,25.844824,赣州市,章贡区,B0GURHPXRF,试点地区搜索
心航线心理咨询,心理咨询中心,南水大道141号,18770752699,3.9,10:00-17:00,114.764377,25.651548,赣州市,南康区,B0KGO5C5ED,试点地区搜索
赣州溪畔心理咨询中心,心理咨询中心,青年路34号渡人中医馆二楼,19254076096,3.6,08:30-21:00,114.932807,25.856256,赣州市,章贡区,B0LGLYFW88,试点地区搜索
菁英百纳心理咨询公司,心理咨询中心,中心天枢4号楼1110,,3.9,08:30-21:30,114.914956,25.811815,赣州市,章贡区,B0K137XQRX,试点地区搜索
心灵花园心理咨询中心,心理咨询中心,桃江龙城1栋110号,15779047763,3.9,,114.938553,25.385334,赣州市,信丰县,B0L2SZ6032,试点地区搜索
赣州玉带桥心理咨询有限公司,心理咨询中心,嘉定镇花园村岭脚下组戴家,0797-3313525;13317076578;17679277688,3.9,,114.939909,25.376546,赣州市,信丰县,B0I2J50FFG,试点地区搜索
心霖灿语心理咨询室,心理咨询中心,八境路29号2栋401室,,3.5,09:00-21:00,114.940709,25.869530,赣州市,章贡区,B0LR37FBQP,试点地区搜索
章贡区校外未成年人心理健康辅导站,心理咨询中心,文明大道137号,,3.1,,114.927876,25.851441,赣州市,章贡区,B0K67Z7JXO,试点地区搜索
赣南医科大学(蓉江校区)-大学生心理健康教育指导中心,心理咨询中心,新时代大道赣南医科大学黄金校区第二教学楼2楼219室,,,,114.904820,25.774708,赣州市,章贡区,B0FFIBJP4Q,试点地区搜索
心友心理咨询,心理咨询中心,章江北大道146号滨江苑小区5栋1单元201室,0797-8301258,4.0,,114.928025,25.858882,赣州市,章贡区,B0FFHO4NMY,试点地区搜索
云朵心理咨询,心理咨询中心,沙洲坝路6号嘉福未来城3号楼8号店面,,3.8,,114.923253,25.808199,赣州市,章贡区,B0JUHUW75B,试点地区搜索
正元心理,其他,南河路27-21号,,3.8,,114.932753,25.842564,赣州市,章贡区,B0K3Y5GKW5,试点地区搜索
搏爱心理咨询(赣州)有限公司,心理咨询中心,沙河镇江环路1号10层,,3.8,,114.973479,25.819942,赣州市,章贡区,B0L2NOIDQ3,试点地区搜索
来客甄选·青正之光心理咨询,心理咨询中心,花园路28正,,3.4,,114.939453,25.364694,赣州市,信丰县,B0L1JZ7HA9,试点地区搜索
赣州梧桐心理咨询服务有限公司,心理咨询中心,铂金时代D栋商贸大厦2303,0797-8131066,4.0,,114.934268,25.824738,赣州市,章贡区,B0FFIQHKO4,试点地区搜索
上犹青少年心理工作室,其他,东山镇文峰南路6号上德艺术国际A区10号楼102商业,,3.0,,114.544229,25.781995,赣州市,上犹县,B0K0SC74J2,试点地区搜索
慧悦心理素质训练中心,其他,佳兴花园城西1门西70米,,3.6,,114.766315,25.650184,赣州市,南康区,B0L6993YPU,试点地区搜索
向心心理咨询中心,心理咨询中心,亿邦凯旋城西南门旁,,3.6,,114.785125,25.698925,赣州市,南康区,B0L1J99XP4,试点地区搜索
荣心理咨询服务中心,心理咨询中心,南水街道办碧桂园正荣天麓商业1号楼301,,3.9,,114.775081,25.645058,赣州市,南康区,B0L2AM0SY4,试点地区搜索
赣州和也健康睡眠(暂停营业),其他,南桥新村四区14栋一楼店面,18720780967,3.6,08:00-20:00,114.944021,25.827265,赣州市,章贡区,B0K1RHDP9Q,试点地区搜索
兴国第二医院精神科,综合医院,潋江镇洪门工业园B区,,,,115.379007,26.295550,赣州市,兴国县,B0FFLDE0NN,试点地区搜索
南方医科大学南方医院赣州医院(蓉江院区)神经疾病中心,三甲医院,赣南大道20号,,,,114.849725,25.752775,赣州市,章贡区,B0L11ULNHD,试点地区搜索
南方医院赣州医院蓉江医院神经疾病中心,其他,蓉江新区文轩路1号,,,,114.849869,25.752967,赣州市,章贡区,B0L11UL70R,试点地区搜索
青岛市精神卫生中心高新院区,精神专科医院,河套街道振和路10号,0532-57771058,,24小时营业,120.201693,36.227874,青岛市,城阳区,B0K0YYE61D,试点地区搜索
平度市第六人民医院,其他,,,,09:00-21:00,119.944261,36.756642,青岛市,平度市,B0214079RB,试点地区搜索
青岛优抚医院,其他,青大一路17号,0532-85892940,,09:00-16:30,120.431466,36.079180,青岛市,崂山区,B0FFH3GV1E,试点地区搜索
青岛市精神卫生中心门诊部,精神专科医院,南京路299号青岛市精神卫生中心内,,,,120.385598,36.102733,青岛市,市北区,B0FFGTM089,试点地区搜索
青岛市城阳区精神卫生中心,精神专科医院,心理医院北门旁,,,,120.417992,36.318879,青岛市,城阳区,B0IAHR5QK1,试点地区搜索
莱西市康馨护理中心,其他,沽河街道后庄扶九联路沽河中心卫生院,,,24小时营业,120.460762,36.869544,青岛市,莱西市,B021411GKD,试点地区搜索
青岛市精神卫生中心儿童青少年心理门诊部,精神专科医院,漳州路15号,,,,120.406792,36.074980,青岛市,市南区,B0H3M58ARU,试点地区搜索
青岛市精神卫生中心健康查体中心,精神专科医院,南京路299号,,,,120.385655,36.102710,青岛市,市北区,B0L25DCCPZ,试点地区搜索
青岛平和心理医院,其他,富春江路1558号,0532-87195996;13220885393,4.5,08:00-18:00,120.151544,35.949847,青岛市,黄岛区,B0H6LSF9I3,试点地区搜索
青岛安宁心理医院,其他,重庆南路69号,0532-86177729,4.4,08:00-17:00,120.378798,36.111249,青岛市,市北区,B0FFH7PYC3,试点地区搜索
青岛正阳心理医院,其他,艳阳路100-2号,0532-68696869,4.8,24小时营业,120.417860,36.318501,青岛市,城阳区,B0FFK0ESAA,试点地区搜索
青岛颐顺和心理卫生医院,其他,重庆中路618号,0532-84670666,,09:00-17:00,120.403408,36.182944,青岛市,李沧区,B0FFG3ZKY2,试点地区搜索
青岛广济心理医院,其他,海岸路17号,0532-83776282,,08:00-12:00 13:30-17:00,120.341766,36.110367,青岛市,市北区,B0FFHF5C2Q,试点地区搜索
青岛新香心理医院,其他,春阳路99-1号,0532-81103666,,24小时营业,120.421559,36.314729,青岛市,城阳区,B0H2LD4XFE,试点地区搜索
青岛康都心理医院,其他,水灵山路158号,0532-85170707;0532-85173456,,24小时营业,120.010812,35.875898,青岛市,黄岛区,B0I1BDWZ2U,试点地区搜索
平度弘济心理医院,其他,经济开发区香港路53号(香港路东),0532-88388719,,08:00-17:00,119.990274,36.735792,青岛市,平度市,B0K3PZ02XR,试点地区搜索
胶州市心理康复医院,其他,扬州西路93号,,4.6,,119.994869,36.267423,青岛市,胶州市,B0214043ZV,试点地区搜索
青岛弘康宁心理医院,其他,科苑纬三路2-1号1号楼3-5层,,,08:00-18:00,120.449713,36.136686,青岛市,崂山区,B0IA9RTE38,试点地区搜索
青岛军康心理医院,其他,华阳路路6号(昌乐路地铁站B口步行280米),15763906772,,08:00-18:00,120.341479,36.085222,青岛市,市北区,B0I3SMYICQ,试点地区搜索
黄岛慈济心理医院,其他,铁橛山路与玉泉路交叉口东北140米,,,,119.949929,35.883765,青岛市,黄岛区,B0FFJA1DD0,试点地区搜索
青岛民康心理医院,其他,临港路2298号,,,24小时营业,120.016866,35.901719,青岛市,黄岛区,B0JGA7GC4W,试点地区搜索
青岛怡宁心理医院,其他,海尔路19号,0532-87848333,,09:00-17:00,120.432674,36.119280,青岛市,崂山区,B0FFHOQWSD,试点地区搜索
青岛市精神卫生中心,精神专科医院,南京路299号,0532-85621584,4.7,24小时营业,120.385539,36.102571,青岛市,市北区,B02140828V,试点地区搜索
青岛康乐心理医院,其他,莲花山支路与莲花山路交叉口西北60米,,,,120.414073,36.135290,青岛市,李沧区,B0FFK7JO3G,试点地区搜索
平度好德心理医院,其他,广州路16-1号,,4.1,,119.999237,36.778001,青岛市,平度市,B0IU4RJIMP,试点地区搜索
青岛颐安心理医院,其他,平度市明村镇健康路1号,16678586069,,24小时营业,119.639127,36.759815,青岛市,平度市,B0G2MDXRC1,试点地区搜索
平度市心理卫生服务中心,其他,天津路193号,,4.1,,119.963180,36.798964,青岛市,平度市,B0JDUUVAP4,试点地区搜索
青岛爱济尔心理医院,其他,海尔大道与莱州路交叉口西150米,,,,120.022594,36.312023,青岛市,胶州市,B0FFIRUM75,试点地区搜索
青岛源康心理医院,其他,黑龙江中路773号,0532-68002698,,24小时营业,120.428425,36.226275,青岛市,城阳区,B0HK0SCWN3,试点地区搜索
青岛浩德心理医院,其他,区潮海街道办事处黄甲山一路120号,,,,120.497636,36.408030,青岛市,即墨区,B0HDMRV6NP,试点地区搜索
青岛平济心理医院,其他,云龙路1号颐佳大厦(港澳大厦东栋),0532-87195996;13220885393,4.5,08:00-12:00 13:30-17:30,120.377633,36.079321,青岛市,市南区,B0FFKPCX75,试点地区搜索
青岛心智心理医院,其他,重庆中路782号(兴国路地铁站B口步行240米),0532-66998066,4.5,08:00-17:00,120.400930,36.193299,青岛市,李沧区,B0FFKDMLH3,试点地区搜索
胶州爱康心理医院,其他,胶西街道马铁路东侧规划路北侧胶州西路398号,0532-86629939,4.5,08:00-17:00,119.934856,36.287234,青岛市,胶州市,B0J0C7CSQ6,试点地区搜索
青岛心成恩心理咨询(市南五四广场店),心理咨询中心,东海西路41号2单元802室,17660645698;18562880616,4.2,10:00-22:00,120.390601,36.063925,青岛市,市南区,B0JR1SQILS,试点地区搜索
青岛好心情心理咨询中心(7080中心广场店),心理咨询中心,昆山路17号3号楼707户,0532-85661733;0532-86128978,4.0,09:00-18:00,120.381198,36.092972,青岛市,市北区,B0JUMRKT31,试点地区搜索
觅见心理(五四广场店),其他,澳门路16号甲欣涛园3号楼202室,16605325188,4.1,09:00-22:00,120.381847,36.059331,青岛市,市南区,B0IGD58XI9,试点地区搜索
青岛心成恩心理咨询(城阳店),心理咨询中心,正阳路181号2号楼315室,17660645698,4.1,24小时营业,120.406438,36.306270,青岛市,城阳区,B0JUBUF0O2,试点地区搜索
愈见海·热带雨林身心疗愈,其他,国家广告产业园19号楼207-208,,3.6,,120.404011,36.288246,青岛市,城阳区,B0LDZDQDU9,试点地区搜索
青岛悦谦心理,其他,青实口水街六号楼501室,13026513149,4.1,09:00-20:00,120.432624,36.304925,青岛市,城阳区,B0K1YC5QWE,试点地区搜索
睿心心理,其他,美博会三楼311-315(中山路地铁站D口步行70米),19963863810,3.7,09:00-20:00,120.320630,36.071849,青岛市,市北区,B0K3OMQAL7,试点地区搜索
挚爱心理,其他,青建·太阳岛商务楼1座1211,13698678139;18661900353,4.0,09:00-18:00,120.385913,36.107225,青岛市,市北区,B0H2A77V4D,试点地区搜索
灵寻塔罗馆Gnosis’s Tarot(银鱼巷店),其他,宁阳路11号银鱼巷吉祥里,18561400826,3.9,13:00-20:00,120.314503,36.067233,青岛市,市南区,B0KGCA2FCY,试点地区搜索
青岛慧乐嘉心理咨询有限公司,心理咨询中心,龙城路38号1单元503室,13061489695,4.3,08:30-20:00,120.378572,36.089156,青岛市,市北区,B0LB3LB7YE,试点地区搜索
橙心心理咨询,心理咨询中心,上海路17号603室(集美客交易中心东门),15266222275;17353422065,4.0,09:00-20:30,120.179465,35.978510,青岛市,黄岛区,B0KUPD3XMT,试点地区搜索
青岛飞米粒心理咨询,心理咨询中心,上清路12号中联u谷2.5产业园北区C栋,13001662198,4.1,09:00-18:00,120.359451,36.073940,青岛市,市北区,B0LUYHY3IK,试点地区搜索
女巫米娅的解忧事务所,其他,昌平路53号(台东地铁站出入口步行470米),13021675200,3.9,13:00-22:00,120.354042,36.085302,青岛市,市北区,B0H025JIG1,试点地区搜索
从澜心理,其他,鲁邦·悦海豪庭28号楼101,15689481004,4.0,09:00-18:00,120.486446,36.096312,青岛市,崂山区,B0LBYU8RBY,试点地区搜索
慧之源心理,其他,漳州二路中商广场3号楼1单元1003室,13386392677;15264289628,4.0,09:00-20:00,120.398805,36.067001,青岛市,市南区,B0FFL6RPIX,试点地区搜索
灵境安心心理咨询,心理咨询中心,东方至尊5号楼2单元2408,18550526340,3.6,09:00-22:00,120.049769,35.875269,青岛市,黄岛区,B0KRCLDOVU,试点地区搜索
友好心理,其他,南京路100-1号新创意文化产业园3号楼5楼B02,18910212708,1.3,24小时营业,120.386566,36.075553,青岛市,市南区,B0HKUSVRJB,试点地区搜索
黄岛区合睦源心理咨询服务部,心理咨询中心,车轮山路388号万鑫中央商务广场B座3019,15318872228,3.5,06:00-23:30,120.043170,35.873697,青岛市,黄岛区,B0JR9ZHNAO,试点地区搜索
艾德心理咨询健康中心,心理咨询中心,长江中路国贸大厦B座1503室,0532-80916608,3.8,09:00-19:00,120.190575,35.954225,青岛市,黄岛区,B0JGDUEYTG,试点地区搜索
樱果情感心理咨询,心理咨询中心,枣园路16号(百通大厦B座203),15376777672;18661853932,3.8,00:00-23:30,120.422970,36.161634,青岛市,李沧区,B0H0MZKHB2,试点地区搜索
浚珞心理咨询,心理咨询中心,名门世家24-3-502,13156276344,3.8,09:00-21:00,120.420287,36.387594,青岛市,即墨区,B0KAT5PFRR,试点地区搜索
裕荣心理诊所,其他,延安三路188号丽达生活广场F1层,0532-83626436;13210060620;13626392439,,08:30-17:00,120.366205,36.073155,青岛市,市北区,B0FFIPG7EF,试点地区搜索
莱西市中医医院,其他,文化中路11号,0532-88485003,,,120.520782,36.855831,青岛市,莱西市,B021407CB3,试点地区搜索
卓越夸克心理咨询,心理咨询中心,文岭路5-6号(辽阳东路地铁站D口步行360米),18561547545,3.8,,120.450225,36.114075,青岛市,崂山区,B0KGDDRGZ9,试点地区搜索
好心情诊所,其他,昆山路17号7080中心广场3号楼707室,,4.3,09:00-18:00,120.381125,36.093475,青岛市,市北区,B0LDDH7RWT,试点地区搜索
崂山区社会心理健康指导中心,心理咨询中心,同安路908同安锦街F3层,0532-88917879,4.4,09:00-17:00,120.462050,36.116329,青岛市,崂山区,B0I1NS87GN,试点地区搜索
青岛润洲心理卫生康复中心,其他,南京路450号(南京路与重庆南路交界处),0532-85669105,,,120.376621,36.107906,青岛市,市北区,B0FFIUJK6Z,试点地区搜索
宝能心理咨询中心,心理咨询中心,双珠路1757号,15265252729,3.9,24小时营业,120.007081,35.871622,青岛市,黄岛区,B0G22HUWK0,试点地区搜索
青岛西海岸新区华睿康心理健康服务中心,心理咨询中心,漓江西路877号山东高速·西海岸中心T3栋8层,18562608197,4.1,,120.194136,35.946981,青岛市,黄岛区,B0JUR55960,试点地区搜索
明悦智心心理咨询成长中心,心理咨询中心,宝源路657号,18266634786,3.6,09:00-20:00,120.309590,36.280630,青岛市,城阳区,B0LAMLETFB,试点地区搜索
青岛晨曦心灵驿站心理咨询有限公司,心理咨询中心,香港中路8号青岛中心公寓(五四广场地铁站出入口旁),0532-55766737;13325019269,3.5,,120.380149,36.063460,青岛市,市南区,B0HKS5WSSE,试点地区搜索
青岛慧林心理咨询中心(中央商务区店),心理咨询中心,敦化路119号1108室,18561518581,3.9,09:00-18:00,120.381561,36.090538,青岛市,市北区,B0K6ZH0VVF,试点地区搜索
美途青少年心理咨询中心,心理咨询中心,双珠路1755号,15265252006,3.5,24小时营业,120.007001,35.871567,青岛市,黄岛区,B0JGVZ8MQ1,试点地区搜索
悦来悦好心理咨询服务中心,心理咨询中心,香港花园A区1号楼三单元,18863980165,1.4,,120.046148,36.253943,青岛市,胶州市,B0K0GR4YVI,试点地区搜索
青岛市青少年心理咨询中心,心理咨询中心,重庆南路69号,15621489638,3.9,08:00-17:00,120.378744,36.111231,青岛市,市北区,B0KAXUF9GT,试点地区搜索
崂山区未成年人心理健康辅导站,心理咨询中心,市民文化中心D座,0532-88999030,3.3,09:00-16:30,120.472830,36.108003,青岛市,崂山区,B0L0GA33DG,试点地区搜索
青岛心之旅心理咨询中心,心理咨询中心,北江路7号凯远商务楼302室,13793299929,3.8,08:30-18:30,120.181375,35.965025,青岛市,黄岛区,B0FFG24R47,试点地区搜索
舒馨心理健康服务中心,心理咨询中心,香江路125号奥园公寓楼,15265322406,3.1,08:30-19:00,120.171600,35.972466,青岛市,黄岛区,B0I6CHMIWF,试点地区搜索
心理健康服务中心,心理咨询中心,东岳中路与大珠山中路交叉口东100米,,4.2,,120.017181,35.890427,青岛市,黄岛区,B0JBP95IUC,试点地区搜索
青岛欣心海心理服务中心,其他,延安三路109号A1-201室,,4.1,09:00-18:00,120.368755,36.068686,青岛市,市南区,B0J23UB7H1,试点地区搜索
青岛平和心理咨询中心,心理咨询中心,昆仑山南路644号,,4.0,08:00-17:30,120.151939,35.949930,青岛市,黄岛区,B0L0BUVJB1,试点地区搜索
和美居心理咨询中心,心理咨询中心,朝阳山路517-10号,19153227155,3.3,,120.040511,35.881769,青岛市,黄岛区,B0HRBSXNRE,试点地区搜索
卓君身心健康综合干预中心,其他,福州北路135-12号,18605321195;18805327718,4.2,,120.399626,36.099762,青岛市,市北区,B0KGPA0NZW,试点地区搜索
臻爱·语言迟缓·社交·自闭症干预·感统训练,其他,黑龙江中路638号(海尔路地铁站C1口步行200米),18506395886,4.9,08:30-17:00,120.425331,36.138519,青岛市,李沧区,B0I33HVT40,试点地区搜索
脊速肌骨运动康复中心,其他,香港东路195号金狮广场11号门内左侧,18663977531,4.1,10:00-21:00,120.462967,36.096423,青岛市,崂山区,B0J3DSI48Z,试点地区搜索
滕州市精神卫生中心,精神专科医院,东郭镇,0632-2522381;0632-2522491,,09:00-17:00,117.247531,35.179758,枣庄市,滕州市,B0FFFEAPAU,试点地区搜索
枣庄市精神卫生中心新城分院,精神专科医院,宁波路与复元四路交叉口东420米,,,24小时营业,117.368846,34.824247,枣庄市,薛城区,B0FFKAXDMI,试点地区搜索
枣庄市精神卫生中心,精神专科医院,汇泉路6号,,,,117.585847,34.822019,枣庄市,市中区,B0FFHWAKAQ,试点地区搜索
枣庄市立二院北庄院区,其他,北庄镇下东庄,0632-8915296;0632-8917709,,08:00-17:00,117.676093,34.978877,枣庄市,山亭区,B0FFGNMTMY,试点地区搜索
枣庄海化薛焦精神病医院,其他,三四八省道,,,24小时营业,117.244347,34.801160,枣庄市,薛城区,B02780QM0U,试点地区搜索
枣庄市山亭区精神卫生中心,精神专科医院,028县道西南40米,,,,117.676704,34.978575,枣庄市,山亭区,B0FFM9FZAS,试点地区搜索
枣庄海化薛焦医院精神疾病康复治疗中心,其他,三四八省道枣庄海化薛焦医院附近,,,24小时营业,117.244076,34.800931,枣庄市,薛城区,B0FFFZKLU4,试点地区搜索
